"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,120.23936470691,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,120.647424627966,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,122.321417985118,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,123.024715988635,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,123.937754782382,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,124.258491024297,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,125.529815810871,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,126.487541856885,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,128.738258400203,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,129.46757344019,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,129.872973141646,,
"FRA","France","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,130.461923719148,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,108.330657417104,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,109.175154172816,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,110.026779269958,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,110.920465478506,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,111.853847983758,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,112.762393941111,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,113.6075085179,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,114.370533302243,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,115.351476994729,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,115.923216406459,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,116.49371237769,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,116.978477947084,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,117.204069671917,,
"OECD","OECD - Total","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,117.424875953949,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,102.411206048194,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,103.796289380677,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.982434966544,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,109.810461057334,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,112.840369614321,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,114.316074227544,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,114.780533787649,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,115.29535752764,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,115.103658824447,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,113.591178276546,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,112.61362253246,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,109.347246021548,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,106.601439824374,,
"AUS","Australia","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,105.183439433541,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.588605123601,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,103.28515087144,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,106.535721229743,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,110.190522775217,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,111.886851653056,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,113.893467929116,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,115.678891661075,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,117.730788756754,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,120.576935450909,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,122.378821297472,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,123.38407878006,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,126.380164467389,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,130.029710451049,,
"LTU","Lithuania","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,130.475884998093,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.85436020281,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.468363545237,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,99.788877352045,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.7376462045625,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,99.3042076609746,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,100.413909715052,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,102.127429547843,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,103.703595734758,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,104.897870673261,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,106.034493672804,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,107.235410193413,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,107.958831190291,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,110.452907736569,,
"GRC","Greece","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,114.438930636625,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,173.283763587679,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,182.351568263718,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,187.93239402689,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,189.699028729873,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,191.474884648231,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,190.669486716547,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,190.550774880942,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,192.941030968856,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,193.943868574567,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,193.023045955572,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,193.405786690595,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,194.733295471323,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,194.232420036685,,
"NZL","New Zealand","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,191.644342321254,,
"ITA","Italy","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.254622968991,,
"ITA","Italy","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.299883474613,,
"ITA","Italy","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.328642019781,,
"ITA","Italy","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,100.318306171154,,
"ITA","Italy","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,100.357121966138,,
"ITA","Italy","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,100.470183788131,,
"ITA","Italy","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,100.535411474409,,
"ITA","Italy","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,100.6386739109,,
"ITA","Italy","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,100.727237151548,,
"ITA","Italy","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,100.810372074002,,
"ITA","Italy","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,100.936496755762,,
"ITA","Italy","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,101.060463462238,,
"ITA","Italy","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,101.064539694364,,
"ITA","Italy","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,101.013719406464,,
"ITA","Italy","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,101.235539247855,,
"ITA","Italy","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,101.287353079614,,
"FIN","Finland","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,98.3273935097635,,
"FIN","Finland","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,99.4975992071675,,
"FIN","Finland","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,99.9026564597659,,
"FIN","Finland","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,98.2152467030984,,
"FIN","Finland","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,98.4340958370322,,
"FIN","Finland","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,99.5232251395147,,
"FIN","Finland","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,98.0000935053258,,
"FIN","Finland","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,99.3822241672214,,
"FIN","Finland","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,97.1884987692483,,
"FIN","Finland","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,97.5840450174788,,
"FIN","Finland","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,97.1570488666362,,
"FIN","Finland","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,96.2062460664438,,
"FIN","Finland","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,95.5941609673708,,
"FIN","Finland","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,95.5697793888814,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.313588300482,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.23417655545,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,107.542059193205,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,109.667457466992,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,107.000800847548,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,111.925309826313,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,114.935451846536,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,115.599314529301,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,119.073475267711,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,119.305977965645,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,119.670880104924,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,123.158497789971,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,125.395949166366,,
"SVK","Slovak Republic","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,128.67048967987,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.792823448291,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,104.303828139196,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,106.648587319726,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,107.942807554466,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,108.794528158114,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,109.488788959556,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,109.796174179567,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,110.323677200821,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,114.483191400327,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,112.289399379884,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,115.361069727567,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,117.37576577125,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,118.930541008616,,
"LUX","Luxembourg","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,122.503439927186,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.691348647077,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.711382097736,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.01781613988,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,101.045240784823,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,102.119513571405,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,103.210471402717,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,103.926670767721,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,105.056510127083,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,104.882593111949,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,105.915416729624,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,107.369145556289,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,108.669660767282,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,109.438447185029,,
"CHE","Switzerland","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,110.608209068435,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,104.621461529019,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.896548472246,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,108.198335402483,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,111.122908614902,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,114.291229268992,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,116.99971710986,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,121.059717783395,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,124.347418385689,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,128.274991907943,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,131.660356360671,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,132.141467112323,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,133.320049652664,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,133.889301508113,,
"IRL","Ireland","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,134.907946063284,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,122.249191500574,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,122.643760039003,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,123.119942001873,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,125.360519995912,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,127.0324044183,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,125.486553567834,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,126.641222159105,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,126.339432047621,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,125.85997694818,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,124.911444656254,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,125.184705745546,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,123.935059040733,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,124.102390234817,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,122.891026029088,,
"GBR","United Kingdom","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,123.618959875756,,
"PRT","Portugal","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.955483998524,,
"PRT","Portugal","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.472213720187,,
"PRT","Portugal","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,101.829743470671,,
"PRT","Portugal","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,102.561158810618,,
"PRT","Portugal","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,102.438838179455,,
"PRT","Portugal","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,102.482202621945,,
"PRT","Portugal","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,102.815817303612,,
"PRT","Portugal","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,103.128541894989,,
"PRT","Portugal","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,103.469611833393,,
"PRT","Portugal","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,104.259572428425,,
"PRT","Portugal","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,105.057254868498,,
"PRT","Portugal","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,105.841260869685,,
"PRT","Portugal","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,106.535634703893,,
"PRT","Portugal","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,107.506355539521,,
"PRT","Portugal","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,108.445439554194,,
"PRT","Portugal","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,109.131470199718,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,122.243800059223,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,123.094361401125,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,125.207413500845,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,125.059885559982,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,125.659178918019,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,126.943287472973,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,128.720945300095,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,128.715512315828,,
"DNK","Denmark","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,131.432558111717,,
